OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT 
STARLINK-4626,2022-105AP,2026-05-27T16:17:25.980288,15.05650161,.0003086,97.4375,27.4808,75.8694,284.2875,0,U,53685,999,20511,.98816E-4,.1368E-4,0
STARLINK-4467,2022-105AQ,2026-05-27T16:05:25.876032,15.05754881,.0002012,97.4462,27.4813,60.6316,299.5112,0,U,53686,999,20511,.36291E-2,.52844E-3,0
STARLINK-4569,2022-105AR,2026-05-27T15:43:29.872704,15.05641649,.0003661,97.4365,28.5730,82.2039,277.9604,0,U,53687,999,20518,.10336E-3,.1433E-4,0
STARLINK-4571,2022-105AS,2026-05-27T15:41:32.753184,15.05657105,.0003711,97.4385,27.4921,78.6872,281.4772,0,U,53688,999,20511,-.47005E-4,-.737E-5,0
STARLINK-4570,2022-105AU,2026-05-27T15:25:35.802336,15.05651305,.0002371,97.4362,27.5067,77.4370,282.7123,0,U,53690,999,20511,-.32729E-4,-.531E-5,0
STARLINK-4560,2022-105AV,2026-05-27T15:07:36.228288,15.05657376,.0002659,97.4382,28.5892,74.6088,285.5433,0,U,53691,999,20518,.1515E-4,.16E-5,0
STARLINK-4572,2022-105AW,2026-05-27T15:12:29.424096,15.25429919,.0002347,97.6103,35.7028,79.5352,280.6150,0,U,53692,999,20557,.14656E-2,.37123E-3,0
STARLINK-4566,2022-105AX,2026-05-27T15:39:31.433760,15.05641075,.0003204,97.4366,28.7037,80.5655,279.5934,0,U,53693,999,20519,.11416E-3,.1589E-4,0
STARLINK-4725,2022-107A,2026-05-27T16:16:07.593024,15.08839465,.0001439,53.2064,249.1547,80.8662,279.2493,0,U,53700,999,20678,.83697E-5,-.155E-5,0
STARLINK-4711,2022-107B,2026-05-27T14:35:26.068704,15.08838704,.0001297,53.2051,249.4276,86.8656,273.2485,0,U,53701,999,20677,.37442E-4,.308E-5,0
STARLINK-4724,2022-107C,2026-05-27T13:36:32.018400,15.08840215,.0001046,53.2033,234.9251,86.7904,273.3207,0,U,53702,999,20700,.55704E-4,.599E-5,0
STARLINK-4731,2022-107D,2026-05-27T16:32:01.970880,15.08856433,.0001298,53.2061,249.2194,81.0593,279.0546,0,U,53703,999,20678,-.15988E-3,-.2833E-4,0
STARLINK-4714,2022-107E,2026-05-27T16:05:38.259744,15.08839083,.0001064,53.2042,249.8137,87.4254,272.6860,0,U,53704,999,20661,.40608E-4,.359E-5,0
STARLINK-4717,2022-107F,2026-05-27T14:24:56.647296,15.08839257,.000085,53.2049,250.0884,41.7692,318.3365,0,U,53705,999,20676,.99256E-4,.1292E-4,0
STARLINK-4716,2022-107G,2026-05-27T12:28:20.234496,15.08828042,.00013004,53.2038,250.3001,101.0378,259.0760,0,U,53706,999,20675,.4695269E-4,.459E-5,0
STARLINK-4667,2022-107H,2026-05-27T12:17:03.629184,15.08843822,.00014234,53.2053,235.2846,92.4542,267.6613,0,U,53707,999,20696,.24421567E-4,.101E-5,0
STARLINK-4694,2022-107J,2026-05-27T13:31:14.609856,15.08838314,.0000929,53.2056,234.9074,95.0634,265.0464,0,U,53708,999,20697,.19676E-3,.2845E-4,0
STARLINK-4685,2022-107K,2026-05-27T14:48:03.894336,15.08822600,.0001363,53.2040,254.4933,61.3620,298.7509,0,U,53709,999,20639,-.44433E-5,-.359E-5,0
STARLINK-4627,2022-107M,2026-05-27T16:39:20.419776,15.08837603,.0001523,53.2056,254.2558,85.3636,274.7530,0,U,53711,999,20640,.10869E-3,.1442E-4,0
STARLINK-4683,2022-107N,2026-05-27T14:26:47.350752,15.08926513,.000084,53.2057,254.4123,92.6704,267.4385,0,U,53712,999,20641,-.10839E-2,-.17537E-3,0
STARLINK-4686,2022-107R,2026-05-27T14:55:20.103744,15.08838041,.0001133,53.2052,259.4951,119.5417,240.5688,0,U,53715,999,20633,.1241E-4,-.9E-6,0
STARLINK-4699,2022-107S,2026-05-27T16:25:26.078304,15.08828443,.000155,53.2051,259.1742,98.2045,261.9123,0,U,53716,999,20633,.13319E-3,.1832E-4,0
STARLINK-4695,2022-107U,2026-05-27T14:35:36.674304,15.08835213,.0001229,53.2048,260.1034,81.0354,279.0777,0,U,53718,999,20631,.44299E-5,-.217E-5,0
STARLINK-4644,2022-107V,2026-05-27T14:38:05.303040,15.08841407,.0001327,53.2046,229.4557,87.2216,272.8928,0,U,53719,999,20675,-.48211E-4,-.1055E-4,0
STARLINK-4642,2022-107W,2026-05-27T16:36:01.158912,15.08849117,.0000789,53.2050,259.2183,38.1168,321.9880,0,U,53720,999,20634,-.53198E-4,-.1134E-4,0
STARLINK-4707,2022-107X,2026-05-27T16:46:37.912224,15.08839595,.0001069,53.2044,259.2673,82.4151,277.6962,0,U,53721,999,20634,.10317E-3,.1355E-4,0
STARLINK-4700,2022-107Y,2026-05-27T12:11:05.247168,15.08842197,.00013914,53.2047,260.2002,85.3656,274.7494,0,U,53722,999,20630,-.14679494E-4,-.522E-5,0
STARLINK-4705,2022-107Z,2026-05-27T16:20:06.692064,15.08842043,.0001411,53.2038,259.1553,90.6400,269.4754,0,U,53723,999,20648,-.19331E-4,-.596E-5,0
STARLINK-4663,2022-107AA,2026-05-27T16:41:19.720032,15.08837427,.0001238,53.2046,259.2438,87.1753,272.9380,0,U,53724,999,20634,.67007E-4,.779E-5,0
STARLINK-4697,2022-107AC,2026-05-27T13:41:09.705408,15.08842979,.0001118,53.2065,259.8812,87.9644,272.1476,0,U,53726,999,20632,.71187E-4,.845E-5,0
STARLINK-4701,2022-107AD,2026-05-27T17:07:51.088800,15.08841281,.0001327,53.2058,259.3554,92.8968,267.2176,0,U,53727,999,20648,.39815E-4,.346E-5,0
STARLINK-4640,2022-107AE,2026-05-27T13:51:46.522656,15.08841154,.0001481,53.2078,259.9285,82.9622,277.1539,0,U,53728,999,20646,.85753E-4,.1077E-4,0
STARLINK-4651,2022-107AF,2026-05-27T14:13:00.044832,15.08837469,.0001563,53.2055,260.0198,82.7651,277.3518,0,U,53729,999,20649,.74559E-4,.899E-5,0
STARLINK-4641,2022-107AG,2026-05-27T14:02:23.136000,15.08844270,.0001309,53.2052,259.9737,89.6847,270.4295,0,U,53730,999,20646,.31201E-4,.209E-5,0
STARLINK-4636,2022-107AH,2026-05-27T13:00:21.519072,15.15470911,.00043359,53.2133,256.9171,32.8997,327.2267,0,U,53731,999,20653,.18280537E-2,.34866E-3,0
STARLINK-4661,2022-107AJ,2026-05-27T17:19:50.570112,15.08839001,.0001296,53.2054,259.4054,109.9216,250.1916,0,U,53732,999,20648,.50024E-4,.508E-5,0
STARLINK-4574,2022-107AK,2026-05-27T12:53:32.095392,15.08843575,.0001177,53.2045,260.3885,89.4006,270.7121,0,U,53733,999,20648,.16754183E-3,.238E-4,0
STARLINK-4616,2022-107AL,2026-05-27T17:18:27.927648,15.08836066,.0000953,53.2038,259.4037,91.9893,268.1208,0,U,53734,999,20651,.43897E-4,.411E-5,0
STARLINK-4618,2022-107AM,2026-05-27T15:09:54.863136,15.08839335,.0001207,53.2049,269.5456,92.5611,267.5519,0,U,53735,999,20636,.78597E-4,.963E-5,0
STARLINK-4652,2022-107AN,2026-05-27T14:23:36.915648,15.08837037,.0001387,53.2051,260.0676,94.2251,265.8899,0,U,53736,999,20649,.35732E-4,.281E-5,0
STARLINK-4662,2022-107AQ,2026-05-27T18:15:23.025024,15.08836174,.000143,53.2039,268.9291,87.2663,272.8493,0,U,53738,999,20638,.43259E-4,.401E-5,0
STARLINK-4607,2022-107AS,2026-05-27T15:20:31.690752,15.08844926,.0001178,53.2048,269.5901,87.7812,272.3315,0,U,53740,999,20651,-.21814E-4,-.635E-5,0
STARLINK-4637,2022-107AU,2026-05-27T13:50:26.969856,15.08838943,.0001223,53.2050,269.9105,91.7870,268.3262,0,U,53742,999,20650,.97058E-4,.1257E-4,0
STARLINK-4645,2022-107AV,2026-05-27T12:36:17.334432,15.08839360,.00011381,53.2062,270.3002,84.7647,275.3475,0,U,53743,999,20649,.50093796E-4,.509E-5,0
STARLINK-4670,2022-107AW,2026-05-27T13:07:59.844288,15.08856864,.00015227,53.2057,269.7381,53.4286,306.6846,0,U,53744,999,20650,-.20779712E-3,-.3595E-4,0
STARLINK-4656,2022-107AX,2026-05-27T17:27:45.153216,15.08839937,.0001446,53.2059,269.4306,74.3358,285.7794,0,U,53745,999,20652,.63016E-4,.715E-5,0
STARLINK-4589,2022-107AY,2026-05-27T17:17:09.497184,15.08831532,.000125,53.2065,269.3804,78.4855,281.6277,0,U,53746,999,20652,-.20176E-4,-.609E-5,0
STARLINK-4612,2022-107BC,2026-05-27T17:38:21.736320,15.08843743,.0001446,53.2068,269.4770,73.4700,286.6451,0,U,53750,999,20653,.10544E-3,.1391E-4,0
STARLINK-4718,2022-111A,2026-05-27T19:48:09.881568,15.08818951,.0001526,53.2039,288.7850,92.5955,267.5211,0,U,53773,999,20579,-.82524E-4,-.16E-4,0
STARLINK-4719,2022-111B,2026-05-27T16:32:05.176320,15.08824730,.0001252,53.2044,289.3576,80.9048,279.2085,0,U,53774,999,20563,-.38502E-4,-.9E-5,0
STARLINK-4722,2022-111C,2026-05-27T18:51:14.219136,15.08836021,.0001524,53.2048,279.2782,72.6705,287.4453,0,U,53775,999,20563,.17538E-3,.2504E-4,0
STARLINK-4664,2022-111E,2026-05-27T18:40:37.392384,15.08832356,.000123,53.2045,279.2297,93.1713,266.9419,0,U,53777,999,20563,.11955E-4,-.98E-6,0
STARLINK-4709,2022-111F,2026-05-27T16:08:51.474336,15.08838382,.0001294,53.2051,284.2749,89.6084,270.5056,0,U,53778,999,20555,.27108E-5,-.245E-5,0
STARLINK-4706,2022-111G,2026-05-27T15:24:33.057792,15.08827821,.0001443,53.2041,279.8043,59.6812,300.4323,0,U,53779,999,20561,.17823E-3,.2549E-4,0
STARLINK-4678,2022-111H,2026-05-27T18:45:55.640736,15.08826934,.0001664,53.2052,279.2515,84.3463,275.7718,0,U,53780,999,20563,-.76687E-4,-.1508E-4,0
STARLINK-4462,2022-111J,2026-05-27T16:44:00.678048,15.08838794,.0001138,53.2042,279.4392,100.7301,259.3819,0,U,53781,999,20562,.53378E-4,.562E-5,0
STARLINK-4679,2022-111K,2026-05-27T20:00:01.999008,15.80719250,.0001359,53.2169,260.0251,28.1926,204.0531,0,U,53782,999,578,.29973E-2,.631764E-2,0
STARLINK-4536,2022-111L,2026-05-27T16:33:24.080256,15.08839430,.0001631,53.2039,279.3911,85.4499,274.6680,0,U,53783,999,20562,.39859E-4,.346E-5,0
STARLINK-4687,2022-111M,2026-05-27T20:00:05.377248,15.08835825,.0001574,53.2043,278.8616,93.4375,266.6797,0,U,53784,999,20564,.40355E-4,.354E-5,0
STARLINK-4743,2022-111Q,2026-05-27T16:22:47.197344,15.08847066,.0001071,53.2040,279.3434,79.4898,280.6214,0,U,53787,999,20562,.52826E-4,.553E-5,0
STARLINK-4666,2022-111S,2026-05-27T16:06:52.295904,15.08842306,.0001456,53.2036,279.2754,85.5608,274.5550,0,U,53789,999,20561,.95235E-3,.14902E-3,0
STARLINK-4734,2022-111T,2026-05-27T18:03:29.140704,15.08838619,.0001202,53.2047,279.0698,85.0329,275.0800,0,U,53790,999,20563,-.42845E-4,-.97E-5,0
STARLINK-4739,2022-111V,2026-05-27T15:57:46.265184,15.08827750,.0001535,53.2037,279.9329,93.2172,266.8996,0,U,53792,999,20560,-.40089E-4,-.926E-5,0
STARLINK-4728,2022-111W,2026-05-27T16:17:28.879872,15.08838522,.0001379,53.2055,279.3180,96.3951,263.7198,0,U,53793,999,20561,.47414E-4,.467E-5,0
STARLINK-4730,2022-111X,2026-05-27T19:34:56.561088,15.08845044,.0001385,53.2047,278.7514,54.2973,305.8148,0,U,53794,999,20563,.77299E-4,.943E-5,0
STARLINK-4742,2022-111Y,2026-05-27T17:36:57.286368,15.08831847,.0001432,53.2034,278.9547,89.4342,270.6814,0,U,53795,999,20562,.1947E-4,.22E-6,0
STARLINK-4723,2022-111AA,2026-05-27T18:56:24.821088,15.08837845,.0001595,53.2043,278.5904,94.6533,265.4641,0,U,53797,999,20562,.67391E-4,.785E-5,0
STARLINK-4712,2022-111AB,2026-05-27T15:50:57.169824,15.08832668,.0001151,53.2052,279.2081,85.5640,274.5483,0,U,53798,999,20560,.35841E-4,.283E-5,0
STARLINK-4710,2022-111AC,2026-05-27T15:16:38.349408,15.08840442,.0001412,53.2038,269.7827,88.6411,271.4743,0,U,53799,999,20573,.8568E-4,.1076E-4,0
STARLINK-4720,2022-111AD,2026-05-27T11:40:53.521248,15.58193176,.00036011,53.2082,220.0386,36.3471,323.7787,0,U,53800,999,20642,.50319294E-3,.38361E-3,0
STARLINK-4715,2022-111AE,2026-05-27T17:43:35.287104,15.08842861,.0002074,53.2040,269.0005,90.5253,269.5977,0,U,53801,999,20575,.31246E-3,.4689E-4,0
STARLINK-4726,2022-111AF,2026-05-27T19:34:54.812352,15.08800967,.0001926,53.2034,268.7708,90.8471,269.2742,0,U,53802,999,20576,-.60938E-4,-.1257E-4,0
STARLINK-4727,2022-111AG,2026-05-27T16:44:40.714944,15.08840379,.0000873,53.2056,254.4828,71.7920,288.3167,0,U,53803,999,20595,.37237E-4,.305E-5,0
STARLINK-4729,2022-111AH,2026-05-27T17:48:16.798176,15.08835591,.0001224,53.2033,264.0218,68.9833,291.1290,0,U,53804,999,20582,.22926E-4,.77E-6,0
STARLINK-4763,2022-111AJ,2026-05-27T16:56:40.100352,15.08842674,.0002017,53.2040,254.5289,81.7007,278.4214,0,U,53805,999,20595,.57722E-4,.631E-5,0
STARLINK-4768,2022-111AK,2026-05-27T16:18:09.126720,15.08837867,.0001478,53.2059,254.3626,79.5974,280.5184,0,U,53806,999,20595,.64964E-4,.746E-5,0
STARLINK-4738,2022-114B,2026-05-27T17:11:48.509952,15.08837659,.0000858,53.2036,309.2250,111.8867,248.2217,0,U,53819,999,20476,.23638E-4,.88E-6,0
STARLINK-4758,2022-114C,2026-05-27T17:59:34.618272,15.08837799,.0001482,53.2068,309.4235,90.7553,269.3608,0,U,53820,999,20476,-.64945E-6,-.298E-5,0
STARLINK-4748,2022-114F,2026-05-27T15:45:01.754784,15.08860045,.0001409,53.2061,264.6046,69.0923,291.0219,0,U,53823,999,20538,.22582E-3,.331E-4,0
STARLINK-4757,2022-114G,2026-05-27T17:43:31.310112,15.08838059,.000124,53.2041,308.6573,87.1006,273.0128,0,U,53824,999,20468,.62655E-4,.709E-5,0
STARLINK-4751,2022-114H,2026-05-27T17:48:56.803104,15.08843120,.0001314,53.2049,309.3761,91.3837,268.7305,0,U,53825,999,20476,.60017E-4,.667E-5,0
STARLINK-4756,2022-114J,2026-05-27T20:33:11.449728,15.08836787,.0001473,53.2063,308.6677,95.4368,264.6792,0,U,53826,999,20478,.18151E-4,.1E-7,0
STARLINK-4764,2022-114K,2026-05-27T19:13:43.574592,15.08835362,.0001493,53.2039,309.0329,90.5968,269.5195,0,U,53827,999,20477,.66221E-4,.766E-5,0
STARLINK-4760,2022-114L,2026-05-27T17:17:06.830016,15.08835180,.0001243,53.2032,309.2417,84.6833,275.4301,0,U,53828,999,20476,.38697E-4,.328E-5,0
STARLINK-4759,2022-114M,2026-05-27T20:43:48.349056,15.08832597,.0001348,53.2041,308.7130,89.8697,270.2450,0,U,53829,999,20478,.69793E-5,-.177E-5,0
STARLINK-4761,2022-114N,2026-05-27T20:17:16.786752,15.08844094,.0000969,53.2040,308.6012,100.0301,260.0800,0,U,53830,999,20478,-.37177E-4,-.879E-5,0
STARLINK-4649,2022-114P,2026-05-27T17:27:43.287840,15.08845723,.0001724,53.2054,309.2868,87.4934,272.6255,0,U,53831,999,20476,-.41972E-4,-.956E-5,0
STARLINK-4747,2022-114Q,2026-05-27T18:31:16.480128,15.08840692,.0001063,53.2046,308.8532,90.5264,269.5850,0,U,53832,999,20477,.38434E-4,.324E-5,0
STARLINK-4771,2022-114R,2026-05-27T17:13:11.161920,15.08841581,.0001223,53.2065,309.2258,85.1229,274.9902,0,U,53833,999,20476,.52242E-4,.544E-5,0
STARLINK-4737,2022-114S,2026-05-27T19:56:03.178176,15.08837788,.0001562,53.2045,308.5104,88.0735,272.0436,0,U,53834,999,20478,.61486E-4,.691E-5,0
STARLINK-4783,2022-114T,2026-05-27T17:01:11.576928,15.08846639,.0001532,53.2031,309.1752,86.8648,273.2519,0,U,53835,999,20476,-.36061E-5,-.345E-5,0
STARLINK-4778,2022-114U,2026-05-27T20:00:01.999008,15.30087164,.0001917,53.2182,296.8501,61.2831,98.5735,0,U,53836,999,574,.46832E-2,.140494E-2,0
STARLINK-4776,2022-114V,2026-05-27T18:25:58.033920,15.08844728,.0000857,53.2035,308.8295,84.7164,275.3926,0,U,53837,999,20477,.35343E-4,.275E-5,0
STARLINK-4773,2022-114W,2026-05-27T17:50:16.710144,15.08861768,.0000981,53.2041,299.4005,99.7559,260.3544,0,U,53838,999,20490,-.22552E-3,-.3877E-4,0
STARLINK-4784,2022-114X,2026-05-27T16:25:30.321408,15.08847157,.0001756,53.2048,299.7461,87.3575,272.7618,0,U,53839,999,20489,-.5375E-4,-.1144E-4,0
STARLINK-4766,2022-114Y,2026-05-27T19:11:07.721088,15.08836932,.0001404,53.2035,299.0386,94.8127,265.3025,0,U,53840,999,20491,.49032E-4,.492E-5,0
STARLINK-4750,2022-114Z,2026-05-27T17:44:58.313184,15.08841322,.0000807,53.2051,299.3763,83.7316,276.3768,0,U,53841,999,20490,.98452E-4,.128E-4,0
STARLINK-4754,2022-114AA,2026-05-27T20:34:31.406016,15.08835844,.0001305,53.2040,298.6898,88.5305,271.5836,0,U,53842,999,20492,.6214E-4,.701E-5,0
STARLINK-4769,2022-114AB,2026-05-27T17:39:40.752576,15.08828209,.0001179,53.2034,299.3534,86.6527,273.4599,0,U,53843,999,20490,.1927E-3,.2779E-4,0
STARLINK-4745,2022-114AC,2026-05-27T17:13:08.219136,15.08836723,.0001515,53.2031,299.2391,91.2697,268.8468,0,U,53844,999,20490,.28728E-4,.169E-5,0
STARLINK-4753,2022-114AD,2026-05-27T19:04:28.403616,15.08827446,.0001145,53.2039,299.0289,95.7533,264.3589,0,U,53845,999,20491,.24625E-4,.104E-5,0
STARLINK-4746,2022-114AE,2026-05-27T20:13:17.704992,15.08837610,.0001183,53.2039,298.5972,87.2540,272.8588,0,U,53846,999,20492,.56336E-4,.609E-5,0
STARLINK-4777,2022-114AF,2026-05-27T20:29:13.727904,15.08828640,.0001253,53.2053,298.6651,81.5636,278.5498,0,U,53847,999,20492,-.86202E-4,-.1659E-4,0
STARLINK-4780,2022-114AG,2026-05-27T16:51:54.751392,15.08841205,.0001474,53.2058,299.1495,89.6848,270.4313,0,U,53848,999,20490,-.37252E-4,-.881E-5,0
STARLINK-4770,2022-114AH,2026-05-27T17:07:49.922400,15.08835930,.0001265,53.2049,299.2180,87.2641,272.8495,0,U,53849,999,20490,.28925E-4,.172E-5,0
STARLINK-4767,2022-114AJ,2026-05-27T19:46:46.000992,15.08836890,.000124,53.2035,298.4872,86.5994,273.5140,0,U,53850,999,20492,.23157E-5,-.251E-5,0
STARLINK-4755,2022-114AK,2026-05-27T16:57:12.967776,15.08839254,.0001309,53.2050,299.1711,90.3507,269.7635,0,U,53851,999,20490,.74076E-4,.891E-5,0
STARLINK-4797,2022-114AL,2026-05-27T18:51:50.450976,15.08841244,.0001006,53.2050,293.9707,95.8664,264.2443,0,U,53852,999,20498,.79205E-4,.973E-5,0
STARLINK-4794,2022-114AM,2026-05-27T19:57:22.724064,15.08838599,.0002056,53.2041,298.5308,93.9656,266.1571,0,U,53853,999,20492,.10433E-4,-.122E-5,0
STARLINK-4800,2022-114AN,2026-05-27T19:32:18.741120,15.08841376,.0001336,53.2052,289.1475,77.7058,282.4084,0,U,53854,999,20505,-.35542E-4,-.854E-5,0
STARLINK-4703,2022-114AP,2026-05-27T16:53:17.570112,15.08835097,.0001285,53.2047,299.1543,89.2640,270.8500,0,U,53855,999,20490,.30258E-4,.194E-5,0
STARLINK-4795,2022-114AQ,2026-05-27T20:00:01.999008,15.54895645,.0000955,53.2165,280.5218,75.3562,93.7232,0,U,53856,999,589,.94457E-2,.691559E-2,0
STARLINK-4809,2022-114AR,2026-05-27T16:30:41.141952,15.08841679,.0001175,53.2071,299.0585,87.0362,273.0765,0,U,53857,999,20490,.54837E-4,.585E-5,0
STARLINK-4798,2022-114AS,2026-05-27T20:00:01.999008,15.71249203,.0001288,53.2168,272.6530,37.0426,163.9315,0,U,53858,999,594,.4176E-2,.578014E-2,0
STARLINK-4790,2022-114AT,2026-05-27T16:39:18.855072,15.08840440,.0001154,53.2059,294.1121,69.6463,290.4653,0,U,53859,999,20497,.26975E-3,.4008E-4,0
STARLINK-4799,2022-114AU,2026-05-27T16:05:36.540384,15.08839690,.0000978,53.2071,289.6745,84.8124,275.2980,0,U,53860,999,20479,.53803E-4,.569E-5,0
STARLINK-4781,2022-114AV,2026-05-27T16:10:54.921792,15.08843138,.0001564,53.2047,289.7008,88.2523,271.8648,0,U,53861,999,20503,-.47128E-4,-.1038E-4,0
STARLINK-4788,2022-114AX,2026-05-27T19:05:44.453760,15.08904383,.000128,53.2035,289.0373,80.2128,279.9008,0,U,53863,999,20505,-.83006E-3,-.13497E-3,0
STARLINK-4779,2022-114AY,2026-05-27T16:26:42.048096,15.08846115,.000117,53.2050,289.0571,88.5284,271.5842,0,U,53864,999,20504,.10808E-3,.1433E-4,0
STARLINK-4762,2022-114BA,2026-05-27T14:38:11.300064,15.08840439,.0001402,53.2061,270.0364,91.7796,268.3356,0,U,53866,999,20530,.55843E-4,.601E-5,0
STARLINK-4793,2022-114BB,2026-05-27T20:00:01.999008,15.31310312,.0001029,53.2181,273.5279,54.5299,32.4967,0,U,53867,999,586,-.22526E-1,-.642702E-2,0
STARLINK-4789,2022-114BC,2026-05-27T17:06:31.262112,15.08835137,.0001318,53.2033,269.2726,70.9666,289.1469,0,U,53868,999,20532,.2259E-4,.72E-6,0
STARLINK-4810,2022-114BD,2026-05-27T15:03:15.990624,15.08840976,.0001099,53.2069,279.4215,85.4782,274.6335,0,U,53869,999,20517,.4269E-4,.392E-5,0
STARLINK-4732,2022-114BE,2026-05-27T15:36:26.193888,15.08835965,.0001215,53.2046,269.5794,90.2649,269.8482,0,U,53870,999,20531,.4048E-4,.356E-5,0
STARLINK-4740,2022-114BF,2026-05-27T14:53:58.977600,15.08846079,.0001362,53.2042,269.4024,96.6322,263.4825,0,U,53871,999,20531,-.26684E-4,-.713E-5,0
STARLINK-5028,2022-119A,2026-05-27T19:05:48.179328,15.08812694,.0002113,53.2057,329.2255,66.7036,293.4178,0,U,53886,999,20362,.49345E-3,.7568E-4,0
STARLINK-5029,2022-119B,2026-05-27T20:25:16.427712,15.08835945,.0001264,53.2041,328.8590,66.3701,293.7424,0,U,53887,999,20363,.11086E-4,-.111E-5,0
STARLINK-5034,2022-119C,2026-05-27T20:00:01.999008,15.84891879,.0001148,53.2154,305.3163,35.8488,341.2753,0,U,53888,999,594,.20621E-2,.521369E-2,0
STARLINK-5031,2022-119D,2026-05-27T20:30:35.695584,15.08850201,.0001611,53.2033,328.8813,80.7541,279.3633,0,U,53889,999,20363,.31018E-3,.4653E-4,0
STARLINK-5050,2022-119E,2026-05-27T16:23:25.545120,15.08849342,.0000663,53.2044,294.2819,99.2520,260.8547,0,U,53890,999,20410,.10267E-3,.1347E-4,0
STARLINK-5041,2022-119F,2026-05-27T20:00:01.999008,15.35731617,.0001202,53.2164,323.4101,73.7109,169.1762,0,U,53891,999,582,.36399E-2,.130169E-2,0
STARLINK-5046,2022-119G,2026-05-27T18:18:02.843424,15.08842096,.0001287,53.2041,329.0218,91.4678,268.6461,0,U,53892,999,20362,.94809E-4,.1221E-4,0
STARLINK-5052,2022-119H,2026-05-27T18:35:20.991264,15.08837556,.0001227,53.2065,329.0937,93.7634,266.3498,0,U,53893,999,20362,.44766E-4,.425E-5,0
STARLINK-5043,2022-119J,2026-05-27T20:00:01.999008,15.29743132,.0001404,53.2182,326.6157,59.3422,330.8354,0,U,53894,999,584,.31833E-2,.93778E-3,0
STARLINK-5032,2022-119K,2026-05-27T20:00:01.999008,15.69716228,.000083,53.2165,312.5116,48.0815,323.8111,0,U,53895,999,595,.18988E-2,.236162E-2,0
STARLINK-5037,2022-119L,2026-05-27T19:48:08.366976,15.08771852,.0001325,53.2056,328.7037,116.3568,243.7560,0,U,53896,999,20363,.91528E-3,.14282E-3,0
STARLINK-5035,2022-119M,2026-05-27T20:00:01.999008,15.51616593,.0000945,53.2169,320.6241,89.2144,129.8687,0,U,53897,999,587,.99697E-2,.654234E-2,0
STARLINK-5044,2022-119N,2026-05-27T19:32:12.954048,15.08837379,.0001343,53.2034,328.6336,93.4451,266.6695,0,U,53898,999,20363,.49486E-4,.5E-5,0
STARLINK-5042,2022-119P,2026-05-27T20:00:01.999008,15.72315632,.0000898,53.2167,313.3027,36.4663,287.3974,0,U,53899,999,594,.42142E-2,.612703E-2,0
STARLINK-5045,2022-119Q,2026-05-27T19:21:36.471168,15.08834062,.0001399,53.2037,328.5871,90.0861,270.0291,0,U,53900,999,20363,.44097E-4,.414E-5,0
STARLINK-5021,2022-119S,2026-05-27T17:47:33.904032,15.08833679,.0001362,53.2049,278.9930,86.5471,273.5677,0,U,53902,999,20432,.50445E-4,.515E-5,0
STARLINK-5022,2022-119T,2026-05-27T18:08:49.060032,15.08840434,.0001097,53.2023,328.9803,82.4258,277.6859,0,U,53903,999,20362,.10447E-3,.1375E-4,0
STARLINK-4787,2022-119U,2026-05-27T20:51:41.260320,15.08813561,.0001335,53.2043,328.2673,85.4033,274.7112,0,U,53904,999,20364,.29105E-3,.4344E-4,0
STARLINK-5003,2022-119V,2026-05-27T19:01:50.126592,15.08833238,.0001383,53.2038,319.2296,90.0643,270.0507,0,U,53905,999,20376,.14907E-3,.2085E-4,0
STARLINK-5054,2022-119W,2026-05-27T17:52:51.219264,15.08837696,.0001195,53.2040,318.9417,89.5269,270.5860,0,U,53906,999,20376,.56215E-5,-.198E-5,0
STARLINK-5057,2022-119Y,2026-05-27T20:26:37.836384,15.08833347,.0001596,53.2050,318.8849,76.4251,283.6919,0,U,53908,999,20377,.26847E-4,.139E-5,0
STARLINK-4796,2022-119Z,2026-05-27T19:07:08.450112,15.08842743,.0001086,53.2043,319.2522,87.1080,273.0037,0,U,53909,999,20376,-.16397E-4,-.549E-5,0
STARLINK-5048,2022-119AB,2026-05-27T20:31:54.452640,15.08841509,.0001434,53.2067,318.9084,77.1946,282.9206,0,U,53911,999,20377,.79349E-4,.975E-5,0
STARLINK-5059,2022-119AC,2026-05-27T17:42:14.338944,15.08838683,.0001304,53.2054,318.8983,88.9237,271.1905,0,U,53912,999,20376,.36805E-4,.298E-5,0
STARLINK-5053,2022-119AD,2026-05-27T18:29:59.572032,15.08837365,.0001341,53.2051,319.0909,87.4764,272.6382,0,U,53913,999,20376,.14666E-4,-.55E-6,0
STARLINK-5040,2022-119AE,2026-05-27T18:24:41.203584,15.08837370,.0001455,53.2064,319.0727,92.9245,267.1914,0,U,53914,999,20376,.22497E-4,.7E-6,0
STARLINK-5017,2022-119AF,2026-05-27T20:00:01.999008,15.96331856,.0001237,53.2155,296.7403,35.4637,335.8093,0,U,53915,999,598,.1802E-2,.765791E-2,.26676E-3
